Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2685        -331.7767    -334.2516       2.4749   262.3
0.2690        -331.7932    -334.2266       2.4333   257.9
0.2695        -331.8091    -334.2099       2.4008   254.4
0.2700        -331.8240    -334.1991       2.3752   251.7
0.2705        -331.8378    -334.1907       2.3529   249.4
0.2710        -331.8506    -334.1823       2.3317   247.1
0.2715        -331.8624    -334.1729       2.3106   244.9
0.2720        -331.8730    -334.1638       2.2908   242.8
0.2725        -331.8828    -334.1581       2.2752   241.1
0.2730        -331.8918    -334.1587       2.2670   240.2
0.2735        -331.9000    -334.1680       2.2680   240.4
0.2740        -331.9075    -334.1863       2.2788   241.5
0.2745        -331.9143    -334.2115       2.2972   243.5
0.2750        -331.9203    -334.2410       2.3207   245.9
0.2755        -331.9256    -334.2720       2.3465   248.7
0.2760        -331.9300    -334.3019       2.3719   251.4
0.2765        -331.9337    -334.3288       2.3951   253.8
0.2770        -331.9365    -334.3521       2.4156   256.0
0.2775        -331.9386    -334.3719       2.4333   257.9
0.2780        -331.9397    -334.3887       2.4489   259.5
0.2785        -331.9403    -334.4034       2.4631   261.0
0.2790        -331.9401    -334.4167       2.4765   262.5
0.2795        -331.9393    -334.4284       2.4891   263.8
0.2800        -331.9375    -334.4370       2.4994   264.9
0.2805        -331.9352    -334.4422       2.5070   265.7
0.2810        -331.9318    -334.4451       2.5134   266.4
0.2815        -331.9278    -334.4488       2.5210   267.2
0.2820        -331.9231    -334.4555       2.5323   268.4
0.2825        -331.9177    -334.4662       2.5485   270.1
0.2830        -331.9116    -334.4822       2.5706   272.4
0.2835        -331.9049    -334.5034       2.5985   275.4
0.2840        -331.8974    -334.5276       2.6302   278.7
0.2845        -331.8893    -334.5525       2.6631   282.2
0.2850        -331.8804    -334.5749       2.6945   285.6
0.2855        -331.8708    -334.5935       2.7227   288.5
0.2860        -331.8605    -334.6078       2.7474   291.2
0.2865        -331.8496    -334.6182       2.7686   293.4
0.2870        -331.8377    -334.6258       2.7881   295.5
0.2875        -331.8257    -334.6339       2.8082   297.6
0.2880        -331.8129    -334.6437       2.8308   300.0
0.2885        -331.7996    -334.6557       2.8562   302.7
0.2890        -331.7857    -334.6693       2.8836   305.6
0.2895        -331.7714    -334.6830       2.9116   308.6
0.2900        -331.7564    -334.6933       2.9369   311.2
0.2905        -331.7415    -334.6988       2.9573   313.4
0.2910        -331.7255    -334.6986       2.9731   315.1
0.2915        -331.7091    -334.6956       2.9866   316.5
0.2920        -331.6923    -334.6930       3.0007   318.0
0.2925        -331.6749    -334.6936       3.0186   319.9
0.2930        -331.6575    -334.7004       3.0429   322.5
0.2935        -331.6400    -334.7144       3.0744   325.8
0.2940        -331.6218    -334.7334       3.1116   329.8
0.2945        -331.6034    -334.7566       3.1532   334.2
0.2950        -331.5846    -334.7821       3.1975   338.9
0.2955        -331.5652    -334.8075       3.2423   343.6
0.2960        -331.5456    -334.8317       3.2861   348.3
0.2965        -331.5257    -334.8537       3.3280   352.7
0.2970        -331.5057    -334.8731       3.3674   356.9
0.2975        -331.4855    -334.8896       3.4041   360.8
0.2980        -331.4654    -334.9026       3.4372   364.3
0.2985        -331.4455    -334.9101       3.4646   367.2
0.2990        -331.4256    -334.9099       3.4843   369.3
0.2995        -331.4058    -334.9015       3.4957   370.5
0.3000        -331.3862    -334.8860       3.4999   370.9
0.3005        -331.3670    -334.8660       3.4989   370.8
0.3010        -331.3479    -334.8429       3.4949   370.4
0.3015        -331.3296    -334.8198       3.4902   369.9
0.3020        -331.3113    -334.7982       3.4869   369.5
0.3025        -331.2934    -334.7810       3.4876   369.6
0.3030        -331.2761    -334.7694       3.4933   370.2
0.3035        -331.2592    -334.7620       3.5028   371.2
0.3040        -331.2427    -334.7573       3.5146   372.5
0.3045        -331.2273    -334.7550       3.5276   373.9
0.3050        -331.2120    -334.7537       3.5417   375.3
0.3055        -331.1969    -334.7528       3.5558   376.8
0.3060        -331.1824    -334.7508       3.5684   378.2
0.3065        -331.1677    -334.7463       3.5786   379.3
0.3070        -331.1536    -334.7405       3.5869   380.1
0.3075        -331.1399    -334.7328       3.5930   380.8
0.3080        -331.1266    -334.7249       3.5983   381.3
0.3085        -331.1138    -334.7184       3.6046   382.0
0.3090        -331.1014    -334.7134       3.6119   382.8
0.3095        -331.0896    -334.7087       3.6191   383.5
0.3100        -331.0780    -334.7022       3.6242   384.1
0.3105        -331.0668    -334.6918       3.6251   384.2
0.3110        -331.0557    -334.6763       3.6206   383.7
0.3115        -331.0451    -334.6570       3.6119   382.8
0.3120        -331.0350    -334.6368       3.6018   381.7
0.3125        -331.0255    -334.6191       3.5936   380.8
0.3130        -331.0162    -334.6056       3.5894   380.4
0.3135        -331.0078    -334.5989       3.5910   380.6
0.3140        -330.9998    -334.5980       3.5982   381.3
0.3145        -330.9920    -334.6008       3.6088   382.4
0.3150        -330.9850    -334.6052       3.6203   383.7
0.3155        -330.9784    -334.6090       3.6306   384.8
0.3160        -330.9727    -334.6100       3.6374   385.5
0.3165        -330.9673    -334.6055       3.6382   385.6
0.3170        -330.9623    -334.5942       3.6319   384.9
0.3175        -330.9572    -334.5769       3.6196   383.6
0.3180        -330.9527    -334.5562       3.6036   381.9
0.3185        -330.9487    -334.5343       3.5856   380.0
0.3190        -330.9452    -334.5144       3.5692   378.3
0.3195        -330.9426    -334.4979       3.5553   376.8
0.3200        -330.9398    -334.4816       3.5418   375.4
0.3205        -330.9379    -334.4656       3.5278   373.9
0.3210        -330.9360    -334.4486       3.5126   372.3
0.3215        -330.9344    -334.4309       3.4965   370.5
0.3220        -330.9334    -334.4140       3.4806   368.9
0.3225        -330.9326    -334.4003       3.4676   367.5
0.3230        -330.9318    -334.3926       3.4608   366.8
0.3235        -330.9314    -334.3948       3.4634   367.0
0.3240        -330.9317    -334.4092       3.4776   368.5
0.3245        -330.9319    -334.4343       3.5025   371.2
0.3250        -330.9326    -334.4688       3.5362   374.8
0.3255        -330.9343    -334.5084       3.5742   378.8
0.3260        -330.9363    -334.5466       3.6103   382.6
0.3265        -330.9385    -334.5790       3.6406   385.8
0.3270        -330.9413    -334.6028       3.6615   388.0
0.3275        -330.9446    -334.6147       3.6701   388.9
0.3280        -330.9481    -334.6144       3.6662   388.5
0.3285        -330.9521    -334.6050       3.6528   387.1
0.3290        -330.9567    -334.5907       3.6340   385.1
0.3295        -330.9618    -334.5751       3.6133   382.9
0.3300        -330.9677    -334.5594       3.5917   380.6
0.3305        -330.9741    -334.5405       3.5664   378.0
0.3310        -330.9806    -334.5154       3.5348   374.6
0.3315        -330.9875    -334.4836       3.4961   370.5
0.3320        -330.9946    -334.4449       3.4503   365.7
0.3325        -331.0013    -334.4027       3.4014   360.5
0.3330        -331.0083    -334.3642       3.3559   355.6
0.3335        -331.0152    -334.3335       3.3183   351.7
0.3340        -331.0224    -334.3132       3.2908   348.8
0.3345        -331.0296    -334.3041       3.2744   347.0
0.3350        -331.0371    -334.3040       3.2669   346.2
0.3355        -331.0448    -334.3091       3.2643   345.9
0.3360        -331.0524    -334.3139       3.2615   345.6
0.3365        -331.0598    -334.3149       3.2551   345.0
0.3370        -331.0672    -334.3120       3.2448   343.9
0.3375        -331.0741    -334.3067       3.2326   342.6
0.3380        -331.0809    -334.3042       3.2233   341.6
0.3385        -331.0880    -334.3102       3.2222   341.5
0.3390        -331.0950    -334.3262       3.2312   342.4
0.3395        -331.1025    -334.3514       3.2489   344.3
0.3400        -331.1101    -334.3819       3.2718   346.7
0.3405        -331.1174    -334.4124       3.2950   349.2
0.3410        -331.1247    -334.4412       3.3165   351.5
0.3415        -331.1319    -334.4693       3.3374   353.7
0.3420        -331.1390    -334.5000       3.3610   356.2
0.3425        -331.1468    -334.5378       3.3910   359.4
0.3430        -331.1549    -334.5845       3.4297   363.5
0.3435        -331.1631    -334.6403       3.4772   368.5
0.3440        -331.1722    -334.7049       3.5327   374.4
0.3445        -331.1821    -334.7747       3.5926   380.7
0.3450        -331.1923    -334.8437       3.6515   387.0
0.3455        -331.2032    -334.9069       3.7038   392.5
0.3460        -331.2151    -334.9599       3.7448   396.9
0.3465        -331.2270    -334.9982       3.7713   399.7
0.3470        -331.2399    -335.0248       3.7848   401.1
0.3475        -331.2535    -335.0429       3.7894   401.6
0.3480        -331.2677    -335.0550       3.7873   401.4
0.3485        -331.2833    -335.0634       3.7801   400.6
0.3490        -331.2995    -335.0650       3.7655   399.1
0.3495        -331.3162    -335.0557       3.7394   396.3
0.3500        -331.3335    -335.0326       3.6991   392.0
0.3505        -331.3510    -334.9953       3.6442   386.2
0.3510        -331.3685    -334.9461       3.5776   379.1
0.3515        -331.3860    -334.8907       3.5047   371.4
0.3520        -331.4033    -334.8361       3.4328   363.8
0.3525        -331.4208    -334.7895       3.3687   357.0
0.3530        -331.4382    -334.7544       3.3162   351.4
0.3535        -331.4555    -334.7321       3.2766   347.2
0.3540        -331.4730    -334.7222       3.2492   344.3
0.3545        -331.4903    -334.7205       3.2303   342.3
0.3550        -331.5075    -334.7237       3.2161   340.8
0.3555        -331.5245    -334.7295       3.2050   339.7
0.3560        -331.5413    -334.7386       3.1973   338.8
0.3565        -331.5576    -334.7532       3.1957   338.7
0.3570        -331.5742    -334.7786       3.2044   339.6
0.3575        -331.5910    -334.8168       3.2258   341.9
0.3580        -331.6078    -334.8648       3.2569   345.2
0.3585        -331.6251    -334.9177       3.2926   348.9
0.3590        -331.6422    -334.9699       3.3277   352.7
0.3595        -331.6599    -335.0164       3.3565   355.7
0.3600        -331.6775    -335.0531       3.3756   357.7
0.3605        -331.6951    -335.0790       3.3839   358.6
0.3610        -331.7134    -335.0944       3.3810   358.3
0.3615        -331.7313    -335.0998       3.3685   357.0
0.3620        -331.7493    -335.0982       3.3489   354.9
0.3625        -331.7674    -335.0922       3.3248   352.4
0.3630        -331.7855    -335.0843       3.2988   349.6
0.3635        -331.8034    -335.0769       3.2734   346.9
0.3640        -331.8215    -335.0709       3.2494   344.4
0.3645        -331.8398    -335.0640       3.2242   341.7
0.3650        -331.8573    -335.0530       3.1957   338.7
0.3655        -331.8748    -335.0388       3.1640   335.3
0.3660        -331.8916    -335.0222       3.1306   331.8
0.3665        -331.9082    -335.0071       3.0989   328.4
0.3670        -331.9246    -334.9970       3.0724   325.6
0.3675        -331.9407    -334.9941       3.0534   323.6
0.3680        -331.9563    -334.9987       3.0424   322.4
0.3685        -331.9718    -335.0091       3.0373   321.9
0.3690        -331.9872    -335.0213       3.0341   321.5
0.3695        -332.0020    -335.0305       3.0285   321.0
0.3700        -332.0167    -335.0339       3.0172   319.8
0.3705        -332.0309    -335.0290       2.9982   317.7
0.3710        -332.0443    -335.0172       2.9729   315.1
0.3715        -332.0575    -335.0018       2.9443   312.0
0.3720        -332.0703    -334.9853       2.9150   308.9
0.3725        -332.0827    -334.9706       2.8878   306.0
0.3730        -332.0944    -334.9587       2.8642   303.5
0.3735        -332.1060    -334.9508       2.8448   301.5
0.3740        -332.1170    -334.9460       2.8290   299.8
0.3745        -332.1276    -334.9424       2.8149   298.3
0.3750        -332.1377    -334.9397       2.8020   296.9
0.3755        -332.1470    -334.9363       2.7893   295.6
0.3760        -332.1559    -334.9326       2.7767   294.3
0.3765        -332.1639    -334.9301       2.7662   293.2
0.3770        -332.1714    -334.9320       2.7606   292.6
0.3775        -332.1787    -334.9398       2.7611   292.6
0.3780        -332.1856    -334.9513       2.7657   293.1
0.3785        -332.1920    -334.9622       2.7701   293.6
0.3790        -332.1979    -334.9672       2.7694   293.5
0.3795        -332.2032    -334.9617       2.7586   292.3
0.3800        -332.2073    -334.9440       2.7367   290.0
0.3805        -332.2109    -334.9175       2.7066   286.8
0.3810        -332.2139    -334.8867       2.6728   283.3
0.3815        -332.2163    -334.8562       2.6398   279.8
0.3820        -332.2182    -334.8298       2.6116   276.8
0.3825        -332.2197    -334.8101       2.5904   274.5
0.3830        -332.2204    -334.7976       2.5772   273.1
0.3835        -332.2205    -334.7923       2.5718   272.6
0.3840        -332.2200    -334.7932       2.5732   272.7
0.3845        -332.2189    -334.7995       2.5806   273.5
0.3850        -332.2172    -334.8106       2.5934   274.8
0.3855        -332.2144    -334.8271       2.6127   276.9
0.3860        -332.2111    -334.8526       2.6415   279.9
0.3865        -332.2072    -334.8900       2.6828   284.3
0.3870        -332.2031    -334.9400       2.7369   290.1
0.3875        -332.1982    -334.9990       2.8008   296.8
