       Step     Time          Energy         fmax
GPMin:   29 16:38:33       -4.792079        0.0304
GPMin:   30 16:38:38       -4.793069        0.0268
GPMin:   31 16:38:43       -4.794971        0.0473
GPMin:   32 16:38:48       -4.797321        0.0468
GPMin:   33 16:38:54       -4.802815        0.0740
GPMin:   34 16:39:00       -4.808553        0.0922
GPMin:   35 16:39:06       -4.822045        0.0687
GPMin:   36 16:39:12       -4.837738        0.0719
GPMin:   37 16:39:17       -4.854590        0.0871
GPMin:   38 16:39:23       -4.877185        0.0890
GPMin:   39 16:39:29       -4.897237        0.0879
GPMin:   40 16:39:35       -4.914822        0.0723
GPMin:   41 16:39:41       -4.926002        0.0410
GPMin:   42 16:39:46       -4.930863        0.0260
GPMin:   43 16:39:52       -4.931918        0.0204
GPMin:   44 16:39:56       -4.932439        0.0178
       Step     Time          Energy         fmax
GPMin:    0 16:40:05       -3.166692        1.3558
GPMin:    1 16:40:12       -4.009877        0.6044
GPMin:    2 16:40:19       -4.288273        0.2579
GPMin:    3 16:40:25       -4.354223        0.0962
GPMin:    4 16:40:30       -4.363563        0.1251
GPMin:    5 16:40:35       -4.376817        0.1070
GPMin:    6 16:40:41       -4.392178        0.1311
GPMin:    7 16:40:47       -4.409799        0.1078
GPMin:    8 16:41:00       -4.444533        0.0947
GPMin:    9 16:41:05       -4.446397        0.0562
GPMin:   10 16:41:10       -4.446763        0.0530
GPMin:   11 16:41:25       -4.449836        0.1299
GPMin:   12 16:41:32       -4.526426        0.2101
GPMin:   13 16:41:38       -4.594807        0.2282
GPMin:   14 16:41:44       -4.639630        0.2201
GPMin:   15 16:41:50       -4.674613        0.2099
GPMin:   16 16:41:56       -4.710250        0.1971
GPMin:   17 16:42:02       -4.760321        0.1660
GPMin:   18 16:42:08       -4.791519        0.1289
GPMin:   19 16:42:15       -4.822961        0.0931
GPMin:   20 16:42:21       -4.841354        0.0963
GPMin:   21 16:42:27       -4.857081        0.0733
GPMin:   22 16:42:32       -4.867790        0.0531
GPMin:   23 16:42:37       -4.875612        0.0477
GPMin:   24 16:42:43       -4.878773        0.0438
GPMin:   25 16:42:48       -4.886652        0.0320
GPMin:   26 16:42:53       -4.887267        0.0398
GPMin:   27 16:42:57       -4.888486        0.0318
GPMin:   28 16:43:02       -4.889293        0.0160
       Step     Time          Energy         fmax
GPMin:    0 16:43:11       -3.188665        1.3164
GPMin:    1 16:43:19       -3.980344        0.6170
GPMin:    2 16:43:26       -4.265313        0.3137
GPMin:    3 16:43:33       -4.367362        0.2052
GPMin:    4 16:43:39       -4.397702        0.2035
GPMin:    5 16:43:46       -4.486896        0.1854
GPMin:    6 16:43:52       -4.491975        0.1819
GPMin:    7 16:43:58       -4.498290        0.1725
GPMin:    8 16:44:05       -4.558457        0.2017
GPMin:    9 16:44:19       -4.586065        0.1651
