Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.4890        -332.8740    -335.4692       2.5952   275.0
1.4895        -332.8814    -335.4278       2.5464   269.9
1.4900        -332.8885    -335.4022       2.5137   266.4
1.4905        -332.8947    -335.3971       2.5025   265.2
1.4910        -332.9003    -335.4168       2.5165   266.7
1.4915        -332.9055    -335.4635       2.5580   271.1
1.4920        -332.9106    -335.5345       2.6239   278.1
1.4925        -332.9164    -335.6188       2.7025   286.4
1.4930        -332.9211    -335.6938       2.7727   293.8
1.4935        -332.9249    -335.7396       2.8147   298.3
1.4940        -332.9275    -335.7470       2.8195   298.8
1.4945        -332.9285    -335.7208       2.7924   295.9
1.4950        -332.9291    -335.6789       2.7498   291.4
1.4955        -332.9291    -335.6421       2.7130   287.5
1.4960        -332.9289    -335.6312       2.7023   286.4
1.4965        -332.9292    -335.6578       2.7287   289.2
1.4970        -332.9292    -335.7210       2.7918   295.9
1.4975        -332.9296    -335.8092       2.8797   305.2
1.4980        -332.9296    -335.9005       2.9710   314.9
1.4985        -332.9291    -335.9718       3.0426   322.5
1.4990        -332.9276    -336.0041       3.0765   326.0
1.4995        -332.9251    -335.9894       3.0644   324.8
1.5000        -332.9216    -335.9341       3.0125   319.3
1.5005        -332.9172    -335.8572       2.9400   311.6
1.5010        -332.9130    -335.7839       2.8710   304.3
1.5015        -332.9087    -335.7344       2.8257   299.5
1.5020        -332.9042    -335.7230       2.8188   298.7
1.5025        -332.8998    -335.7593       2.8595   303.0
1.5030        -332.8963    -335.8416       2.9453   312.1
1.5035        -332.8933    -335.9487       3.0554   323.8
1.5040        -332.8893    -336.0451       3.1559   334.4
1.5045        -332.8836    -336.1024       3.2187   341.1
1.5050        -332.8767    -336.1128       3.2362   343.0
1.5055        -332.8685    -336.0891       3.2206   341.3
1.5060        -332.8610    -336.0546       3.1936   338.5
1.5065        -332.8543    -336.0280       3.1737   336.3
1.5070        -332.8485    -336.0155       3.1670   335.6
1.5075        -332.8427    -336.0090       3.1663   335.6
1.5080        -332.8369    -335.9964       3.1595   334.8
1.5085        -332.8301    -335.9674       3.1373   332.5
1.5090        -332.8227    -335.9227       3.1001   328.5
1.5095        -332.8150    -335.8722       3.0572   324.0
1.5100        -332.8073    -335.8279       3.0206   320.1
1.5105        -332.8003    -335.7996       2.9993   317.9
1.5110        -332.7930    -335.7880       2.9950   317.4
1.5115        -332.7864    -335.7887       3.0023   318.2
1.5120        -332.7794    -335.7882       3.0088   318.9
1.5125        -332.7710    -335.7743       3.0034   318.3
1.5130        -332.7617    -335.7494       2.9876   316.6
1.5135        -332.7516    -335.7254       2.9739   315.2
1.5140        -332.7415    -335.7223       2.9808   315.9
1.5145        -332.7329    -335.7520       3.0192   320.0
1.5150        -332.7248    -335.8019       3.0771   326.1
1.5155        -332.7160    -335.8438       3.1279   331.5
1.5160        -332.7056    -335.8546       3.1490   333.7
1.5165        -332.6938    -335.8284       3.1345   332.2
1.5170        -332.6817    -335.7754       3.0937   327.9
1.5175        -332.6693    -335.7142       3.0450   322.7
1.5180        -332.6575    -335.6656       3.0081   318.8
1.5185        -332.6460    -335.6416       2.9956   317.5
1.5190        -332.6352    -335.6447       3.0095   318.9
1.5195        -332.6244    -335.6637       3.0392   322.1
1.5200        -332.6129    -335.6813       3.0684   325.2
1.5205        -332.6006    -335.6848       3.0842   326.9
1.5210        -332.5871    -335.6710       3.0839   326.8
1.5215        -332.5736    -335.6484       3.0748   325.9
1.5220        -332.5598    -335.6275       3.0677   325.1
1.5225        -332.5466    -335.6159       3.0692   325.3
1.5230        -332.5336    -335.6126       3.0790   326.3
1.5235        -332.5206    -335.6105       3.0899   327.5
1.5240        -332.5066    -335.6011       3.0945   327.9
1.5245        -332.4922    -335.5838       3.0916   327.6
1.5250        -332.4771    -335.5647       3.0876   327.2
1.5255        -332.4615    -335.5567       3.0952   328.0
1.5260        -332.4467    -335.5768       3.1300   331.7
1.5265        -332.4327    -335.6261       3.1933   338.4
1.5270        -332.4189    -335.6852       3.2663   346.2
1.5275        -332.4043    -335.7248       3.3205   351.9
1.5280        -332.3883    -335.7217       3.3334   353.3
1.5285        -332.3713    -335.6737       3.3024   350.0
1.5290        -332.3541    -335.5962       3.2421   343.6
1.5295        -332.3375    -335.5111       3.1735   336.3
1.5300        -332.3218    -335.4371       3.1153   330.2
1.5305        -332.3067    -335.3836       3.0768   326.1
1.5310        -332.2918    -335.3496       3.0578   324.1
1.5315        -332.2768    -335.3301       3.0533   323.6
1.5320        -332.2613    -335.3196       3.0584   324.1
1.5325        -332.2456    -335.3144       3.0688   325.2
1.5330        -332.2292    -335.3124       3.0832   326.7
1.5335        -332.2125    -335.3159       3.1034   328.9
1.5340        -332.1953    -335.3289       3.1336   332.1
1.5345        -332.1778    -335.3578       3.1800   337.0
1.5350        -332.1605    -335.4067       3.2462   344.0
1.5355        -332.1435    -335.4733       3.3298   352.9
1.5360        -332.1260    -335.5484       3.4224   362.7
1.5365        -332.1084    -335.6194       3.5111   372.1
1.5370        -332.0900    -335.6731       3.5831   379.7
1.5375        -332.0713    -335.7038       3.6326   385.0
1.5380        -332.0526    -335.7140       3.6614   388.0
1.5385        -332.0346    -335.7096       3.6750   389.5
1.5390        -332.0172    -335.6961       3.6789   389.9
1.5395        -332.0002    -335.6759       3.6757   389.5
1.5400        -331.9839    -335.6514       3.6675   388.7
1.5405        -331.9681    -335.6266       3.6585   387.7
1.5410        -331.9532    -335.6051       3.6520   387.0
1.5415        -331.9393    -335.5861       3.6468   386.5
1.5420        -331.9252    -335.5633       3.6381   385.6
1.5425        -331.9121    -335.5328       3.6206   383.7
1.5430        -331.8996    -335.4926       3.5930   380.8
1.5435        -331.8873    -335.4437       3.5564   376.9
1.5440        -331.8754    -335.3893       3.5139   372.4
1.5445        -331.8641    -335.3355       3.4714   367.9
1.5450        -331.8528    -335.2885       3.4356   364.1
1.5455        -331.8425    -335.2544       3.4118   361.6
1.5460        -331.8328    -335.2339       3.4011   360.4
1.5465        -331.8232    -335.2254       3.4022   360.6
1.5470        -331.8133    -335.2278       3.4144   361.9
1.5475        -331.8039    -335.2441       3.4402   364.6
1.5480        -331.7948    -335.2767       3.4819   369.0
1.5485        -331.7868    -335.3204       3.5336   374.5
1.5490        -331.7795    -335.3585       3.5790   379.3
1.5495        -331.7722    -335.3686       3.5964   381.1
1.5500        -331.7643    -335.3339       3.5695   378.3
1.5505        -331.7553    -335.2548       3.4995   370.9
1.5510        -331.7458    -335.1560       3.4101   361.4
1.5515        -331.7373    -335.0744       3.3371   353.7
1.5520        -331.7305    -335.0369       3.3065   350.4
1.5525        -331.7253    -335.0469       3.3216   352.0
1.5530        -331.7201    -335.0875       3.3673   356.9
1.5535        -331.7147    -335.1373       3.4226   362.7
1.5540        -331.7083    -335.1812       3.4729   368.0
1.5545        -331.7023    -335.2155       3.5132   372.3
1.5550        -331.6968    -335.2384       3.5416   375.3
1.5555        -331.6914    -335.2482       3.5567   376.9
1.5560        -331.6864    -335.2449       3.5586   377.1
1.5565        -331.6818    -335.2312       3.5494   376.2
1.5570        -331.6769    -335.2114       3.5345   374.6
1.5575        -331.6727    -335.1961       3.5235   373.4
1.5580        -331.6688    -335.1945       3.5257   373.6
1.5585        -331.6658    -335.2117       3.5459   375.8
1.5590        -331.6636    -335.2460       3.5824   379.7
1.5595        -331.6621    -335.2888       3.6267   384.3
1.5600        -331.6609    -335.3286       3.6677   388.7
1.5605        -331.6597    -335.3567       3.6970   391.8
1.5610        -331.6581    -335.3724       3.7143   393.6
1.5615        -331.6576    -335.3858       3.7281   395.1
1.5620        -331.6584    -335.4042       3.7458   397.0
1.5625        -331.6605    -335.4276       3.7671   399.2
1.5630        -331.6638    -335.4448       3.7810   400.7
1.5635        -331.6675    -335.4389       3.7714   399.7
1.5640        -331.6714    -335.3981       3.7267   394.9
1.5645        -331.6745    -335.3211       3.6466   386.5
1.5650        -331.6774    -335.2260       3.5487   376.1
1.5655        -331.6802    -335.1415       3.4613   366.8
1.5660        -331.6847    -335.0948       3.4102   361.4
1.5665        -331.6906    -335.0972       3.4066   361.0
1.5670        -331.6978    -335.1384       3.4407   364.6
1.5675        -331.7055    -335.1899       3.4844   369.3
1.5680        -331.7126    -335.2197       3.5071   371.7
1.5685        -331.7184    -335.2120       3.4937   370.2
1.5690        -331.7235    -335.1739       3.4503   365.7
1.5695        -331.7293    -335.1245       3.3952   359.8
1.5700        -331.7356    -335.0792       3.3437   354.4
1.5705        -331.7422    -335.0465       3.3043   350.2
1.5710        -331.7489    -335.0287       3.2798   347.6
1.5715        -331.7556    -335.0272       3.2717   346.7
1.5720        -331.7617    -335.0443       3.2826   347.9
1.5725        -331.7686    -335.0841       3.3155   351.4
1.5730        -331.7760    -335.1456       3.3696   357.1
1.5735        -331.7844    -335.2218       3.4375   364.3
1.5740        -331.7931    -335.2977       3.5046   371.4
1.5745        -331.8024    -335.3577       3.5553   376.8
1.5750        -331.8109    -335.3915       3.5806   379.5
1.5755        -331.8192    -335.4041       3.5848   379.9
1.5760        -331.8287    -335.4097       3.5811   379.5
1.5765        -331.8391    -335.4162       3.5771   379.1
1.5770        -331.8508    -335.4202       3.5694   378.3
1.5775        -331.8624    -335.4073       3.5449   375.7
1.5780        -331.8734    -335.3668       3.4934   370.2
1.5785        -331.8828    -335.3040       3.4212   362.6
1.5790        -331.8923    -335.2449       3.3526   355.3
1.5795        -331.9022    -335.2162       3.3141   351.2
1.5800        -331.9132    -335.2350       3.3218   352.0
1.5805        -331.9260    -335.2995       3.3735   357.5
1.5810        -331.9394    -335.3876       3.4481   365.4
1.5815        -331.9527    -335.4710       3.5183   372.9
1.5820        -331.9659    -335.5302       3.5643   377.7
1.5825        -331.9792    -335.5564       3.5772   379.1
1.5830        -331.9926    -335.5480       3.5555   376.8
1.5835        -332.0061    -335.5092       3.5031   371.2
1.5840        -332.0197    -335.4456       3.4260   363.1
1.5845        -332.0319    -335.3693       3.3374   353.7
1.5850        -332.0434    -335.3056       3.2622   345.7
1.5855        -332.0556    -335.2856       3.2300   342.3
1.5860        -332.0695    -335.3267       3.2571   345.2
1.5865        -332.0855    -335.4197       3.3342   353.3
1.5870        -332.1023    -335.5291       3.4268   363.2
1.5875        -332.1194    -335.6100       3.4906   369.9
1.5880        -332.1358    -335.6263       3.4905   369.9
1.5885        -332.1508    -335.5634       3.4127   361.7
1.5890        -332.1637    -335.4327       3.2690   346.4
1.5895        -332.1744    -335.2707       3.0963   328.1
1.5900        -332.1846    -335.1326       2.9480   312.4
1.5905        -332.1955    -335.0684       2.8729   304.5
1.5910        -332.2078    -335.1045       2.8967   307.0
1.5915        -332.2227    -335.2308       3.0081   318.8
1.5920        -332.2383    -335.4004       3.1621   335.1
1.5925        -332.2536    -335.5548       3.3012   349.8
1.5930        -332.2678    -335.6467       3.3789   358.1
1.5935        -332.2804    -335.6562       3.3758   357.8
1.5940        -332.2913    -335.5953       3.3040   350.1
1.5945        -332.3013    -335.5019       3.2005   339.2
1.5950        -332.3112    -335.4235       3.1123   329.8
1.5955        -332.3224    -335.3996       3.0771   326.1
1.5960        -332.3351    -335.4433       3.1082   329.4
1.5965        -332.3488    -335.5406       3.1918   338.3
1.5970        -332.3631    -335.6613       3.2982   349.5
1.5975        -332.3774    -335.7734       3.3960   359.9
1.5980        -332.3917    -335.8512       3.4594   366.6
1.5985        -332.4064    -335.8762       3.4698   367.7
1.5990        -332.4197    -335.8392       3.4195   362.4
1.5995        -332.4321    -335.7482       3.3162   351.4
1.6000        -332.4429    -335.6270       3.1841   337.4
1.6005        -332.4525    -335.5173       3.0648   324.8
1.6010        -332.4625    -335.4682       3.0057   318.5
1.6015        -332.4756    -335.5079       3.0324   321.4
1.6020        -332.4910    -335.6168       3.1257   331.3
1.6025        -332.5066    -335.7384       3.2317   342.5
1.6030        -332.5202    -335.8172       3.2970   349.4
1.6035        -332.5318    -335.8292       3.2975   349.5
1.6040        -332.5418    -335.7846       3.2428   343.7
1.6045        -332.5523    -335.7133       3.1610   335.0
1.6050        -332.5624    -335.6434       3.0810   326.5
1.6055        -332.5735    -335.5945       3.0210   320.2
1.6060        -332.5841    -335.5696       2.9855   316.4
1.6065        -332.5946    -335.5671       2.9726   315.0
1.6070        -332.6050    -335.5825       2.9775   315.5
1.6075        -332.6154    -335.6082       2.9928   317.2
1.6080        -332.6262    -335.6339       3.0077   318.7
1.6085        -332.6362    -335.6440       3.0078   318.8
1.6090        -332.6458    -335.6249       2.9792   315.7
1.6095        -332.6542    -335.5683       2.9141   308.8
1.6100        -332.6610    -335.4781       2.8172   298.6
1.6105        -332.6658    -335.3765       2.7107   287.3
1.6110        -332.6710    -335.2977       2.6267   278.4
1.6115        -332.6770    -335.2607       2.5837   273.8
1.6120        -332.6832    -335.2589       2.5758   273.0
1.6125        -332.6879    -335.2725       2.5846   273.9
1.6130        -332.6911    -335.2899       2.5988   275.4
1.6135        -332.6932    -335.3140       2.6208   277.7
1.6140        -332.6954    -335.3539       2.6585   281.7
1.6145        -332.6979    -335.4108       2.7129   287.5
1.6150        -332.6999    -335.4744       2.7745   294.0
1.6155        -332.7011    -335.5331       2.8320   300.1
1.6160        -332.7014    -335.5797       2.8783   305.0
1.6165        -332.7009    -335.6136       2.9127   308.7
1.6170        -332.7002    -335.6402       2.9399   311.6
1.6175        -332.6992    -335.6637       2.9645   314.2
1.6180        -332.6982    -335.6869       2.9887   316.7
1.6185        -332.6971    -335.7091       3.0120   319.2
1.6190        -332.6948    -335.7283       3.0335   321.5
1.6195        -332.6919    -335.7516       3.0598   324.3
1.6200        -332.6887    -335.7938       3.1051   329.1
1.6205        -332.6862    -335.8672       3.1810   337.1
1.6210        -332.6856    -335.9663       3.2807   347.7
1.6215        -332.6854    -336.0591       3.3737   357.5
1.6220        -332.6836    -336.1079       3.4243   362.9
1.6225        -332.6796    -336.0979       3.4182   362.3
1.6230        -332.6750    -336.0475       3.3725   357.4
1.6235        -332.6709    -335.9919       3.3211   352.0
1.6240        -332.6679    -335.9599       3.2920   348.9
1.6245        -332.6666    -335.9604       3.2938   349.1
1.6250        -332.6654    -335.9830       3.3176   351.6
1.6255        -332.6646    -336.0116       3.3471   354.7
1.6260        -332.6630    -336.0306       3.3677   356.9
1.6265        -332.6611    -336.0342       3.3731   357.5
1.6270        -332.6595    -336.0236       3.3641   356.5
1.6275        -332.6578    -336.0028       3.3450   354.5
1.6280        -332.6568    -335.9768       3.3201   351.9
1.6285        -332.6561    -335.9457       3.2896   348.6
1.6290        -332.6551    -335.9059       3.2508   344.5
1.6295        -332.6531    -335.8613       3.2082   340.0
1.6300        -332.6512    -335.8272       3.1760   336.6
1.6305        -332.6508    -335.8167       3.1659   335.5
1.6310        -332.6505    -335.8224       3.1719   336.1
1.6315        -332.6508    -335.8229       3.1720   336.2
1.6320        -332.6497    -335.7954       3.1458   333.4
1.6325        -332.6474    -335.7335       3.0861   327.1
1.6330        -332.6448    -335.6449       3.0001   317.9
1.6335        -332.6421    -335.5435       2.9014   307.5
1.6340        -332.6386    -335.4453       2.8067   297.4
1.6345        -332.6349    -335.3687       2.7338   289.7
1.6350        -332.6314    -335.3274       2.6959   285.7
1.6355        -332.6281    -335.3244       2.6963   285.7
1.6360        -332.6247    -335.3519       2.7272   289.0
1.6365        -332.6208    -335.3929       2.7721   293.8
1.6370        -332.6163    -335.4278       2.8115   298.0
1.6375        -332.6107    -335.4385       2.8278   299.7
1.6380        -332.6044    -335.4148       2.8104   297.8
1.6385        -332.5968    -335.3540       2.7572   292.2
1.6390        -332.5883    -335.2657       2.6775   283.8
1.6395        -332.5785    -335.1721       2.5936   274.9
1.6400        -332.5685    -335.1050       2.5365   268.8
1.6405        -332.5600    -335.0894       2.5294   268.1
1.6410        -332.5516    -335.1237       2.5720   272.6
1.6415        -332.5424    -335.1883       2.6459   280.4
1.6420        -332.5322    -335.2611       2.7289   289.2
1.6425        -332.5205    -335.3249       2.8044   297.2
1.6430        -332.5083    -335.3690       2.8607   303.2
1.6435        -332.4949    -335.3842       2.8892   306.2
1.6440        -332.4808    -335.3693       2.8885   306.1
1.6445        -332.4653    -335.3304       2.8650   303.6
1.6450        -332.4492    -335.2846       2.8354   300.5
1.6455        -332.4329    -335.2561       2.8232   299.2
1.6460        -332.4166    -335.2658       2.8492   301.9
1.6465        -332.4014    -335.3220       2.9205   309.5
1.6470        -332.3867    -335.4103       3.0236   320.4
1.6475        -332.3715    -335.4974       3.1259   331.3
1.6480        -332.3549    -335.5426       3.1877   337.8
1.6485        -332.3354    -335.5191       3.1837   337.4
1.6490        -332.3144    -335.4348       3.1203   330.7
1.6495        -332.2932    -335.3247       3.0315   321.3
1.6500        -332.2734    -335.2304       2.9570   313.4
1.6505        -332.2551    -335.1750       2.9198   309.4
1.6510        -332.2377    -335.1569       2.9191   309.4
1.6515        -332.2192    -335.1603       2.9411   311.7
1.6520        -332.1999    -335.1733       2.9734   315.1
1.6525        -332.1800    -335.1899       3.0099   319.0
1.6530        -332.1598    -335.2061       3.0464   322.8
1.6535        -332.1390    -335.2177       3.0787   326.3
1.6540        -332.1177    -335.2201       3.1025   328.8
1.6545        -332.0956    -335.2125       3.1169   330.3
1.6550        -332.0732    -335.2009       3.1277   331.5
1.6555        -332.0505    -335.1937       3.1433   333.1
1.6560        -332.0279    -335.1981       3.1702   336.0
1.6565        -332.0051    -335.2169       3.2118   340.4
1.6570        -331.9830    -335.2464       3.2634   345.9
1.6575        -331.9607    -335.2713       3.3107   350.9
1.6580        -331.9374    -335.2726       3.3351   353.4
1.6585        -331.9129    -335.2424       3.3295   352.9
1.6590        -331.8878    -335.1936       3.3057   350.3
1.6595        -331.8638    -335.1485       3.2847   348.1
1.6600        -331.8413    -335.1167       3.2754   347.1
1.6605        -331.8188    -335.0862       3.2673   346.3
1.6610        -331.7961    -335.0423       3.2462   344.0
1.6615        -331.7722    -334.9832       3.2110   340.3
1.6620        -331.7485    -334.9237       3.1752   336.5
1.6625        -331.7249    -334.8814       3.1565   334.5
1.6630        -331.7030    -334.8682       3.1652   335.4
1.6635        -331.6810    -334.8798       3.1988   339.0
1.6640        -331.6583    -334.9052       3.2468   344.1
1.6645        -331.6348    -334.9354       3.3006   349.8
1.6650        -331.6108    -334.9685       3.3577   355.8
1.6655        -331.5868    -335.0040       3.4172   362.1
1.6660        -331.5627    -335.0375       3.4748   368.3
1.6665        -331.5393    -335.0611       3.5218   373.2
1.6670        -331.5153    -335.0617       3.5465   375.8
1.6675        -331.4912    -335.0330       3.5418   375.4
1.6680        -331.4657    -334.9815       3.5158   372.6
1.6685        -331.4411    -334.9342       3.4931   370.2
1.6690        -331.4183    -334.9162       3.4979   370.7
1.6695        -331.3976    -334.9258       3.5282   373.9
1.6700        -331.3766    -334.9332       3.5566   376.9
1.6705        -331.3544    -334.9122       3.5578   377.0
1.6710        -331.3315    -334.8591       3.5276   373.8
1.6715        -331.3089    -334.7909       3.4820   369.0
1.6720        -331.2878    -334.7300       3.4421   364.8
1.6725        -331.2676    -334.6891       3.4215   362.6
1.6730        -331.2475    -334.6749       3.4274   363.2
1.6735        -331.2273    -334.6940       3.4666   367.4
1.6740        -331.2073    -334.7543       3.5470   375.9
1.6745        -331.1879    -334.8591       3.6712   389.1
1.6750        -331.1696    -334.9977       3.8280   405.7
1.6755        -331.1520    -335.1438       3.9918   423.0
1.6760        -331.1341    -335.2627       4.1287   437.5
1.6765        -331.1161    -335.3249       4.2087   446.0
1.6770        -331.0979    -335.3173       4.2194   447.2
1.6775        -331.0799    -335.2513       4.1713   442.1
1.6780        -331.0627    -335.1601       4.0974   434.2
1.6785        -331.0478    -335.0892       4.0415   428.3
1.6790        -331.0372    -335.0686       4.0314   427.2
1.6795        -331.0301    -335.0855       4.0554   429.8
1.6800        -331.0234    -335.0982       4.0748   431.8
1.6805        -331.0158    -335.0715       4.0557   429.8
1.6810        -331.0081    -334.9978       3.9897   422.8
1.6815        -331.0013    -334.8918       3.8906   412.3
1.6820        -330.9958    -334.7753       3.7795   400.5
1.6825        -330.9918    -334.6678       3.6759   389.6
1.6830        -330.9890    -334.5805       3.5915   380.6
1.6835        -330.9865    -334.5189       3.5324   374.4
1.6840        -330.9841    -334.4899       3.5058   371.5
1.6845        -330.9821    -334.5028       3.5207   373.1
1.6850        -330.9811    -334.5666       3.5855   380.0
1.6855        -330.9818    -334.6793       3.6975   391.8
1.6860        -330.9854    -334.8151       3.8297   405.9
1.6865        -330.9894    -334.9217       3.9323   416.7
1.6870        -330.9931    -334.9512       3.9581   419.5
1.6875        -330.9941    -334.8835       3.8894   412.2
1.6880        -330.9928    -334.7486       3.7558   398.0
1.6885        -330.9932    -334.6174       3.6242   384.1
1.6890        -330.9969    -334.5496       3.5527   376.5
1.6895        -331.0041    -334.5566       3.5525   376.5
1.6900        -331.0122    -334.6038       3.5916   380.6
1.6905        -331.0202    -334.6458       3.6256   384.2
1.6910        -331.0265    -334.6498       3.6233   384.0
1.6915        -331.0326    -334.6084       3.5758   379.0
1.6920        -331.0377    -334.5328       3.4952   370.4
1.6925        -331.0428    -334.4501       3.4074   361.1
1.6930        -331.0487    -334.3904       3.3417   354.1
1.6935        -331.0557    -334.3748       3.3191   351.8
1.6940        -331.0638    -334.4098       3.3460   354.6
1.6945        -331.0725    -334.4864       3.4140   361.8
1.6950        -331.0821    -334.5872       3.5051   371.5
1.6955        -331.0914    -334.6905       3.5991   381.4
1.6960        -331.1012    -334.7828       3.6816   390.2
1.6965        -331.1111    -334.8599       3.7488   397.3
1.6970        -331.1220    -334.9236       3.8016   402.9
1.6975        -331.1337    -334.9753       3.8415   407.1
1.6980        -331.1458    -335.0197       3.8739   410.5
1.6985        -331.1602    -335.0623       3.9021   413.5
1.6990        -331.1759    -335.0950       3.9191   415.3
1.6995        -331.1922    -335.1047       3.9125   414.6
1.7000        -331.2080    -335.0846       3.8765   410.8
1.7005        -331.2243    -335.0432       3.8189   404.7
1.7010        -331.2414    -334.9962       3.7548   397.9
1.7015        -331.2593    -334.9542       3.6949   391.6
1.7020        -331.2776    -334.9213       3.6437   386.1
1.7025        -331.2958    -334.9019       3.6061   382.2
1.7030        -331.3146    -334.9039       3.5893   380.4
1.7035        -331.3339    -334.9325       3.5986   381.4
1.7040        -331.3547    -334.9896       3.6349   385.2
1.7045        -331.3759    -335.0701       3.6941   391.5
1.7050        -331.3992    -335.1664       3.7673   399.2
1.7055        -331.4238    -335.2619       3.8381   406.7
1.7060        -331.4500    -335.3344       3.8844   411.7
1.7065        -331.4760    -335.3638       3.8878   412.0
1.7070        -331.5008    -335.3476       3.8468   407.7
1.7075        -331.5248    -335.3108       3.7860   401.2
1.7080        -331.5505    -335.2946       3.7442   396.8
1.7085        -331.5795    -335.3201       3.7406   396.4
1.7090        -331.6110    -335.3668       3.7559   398.0
1.7095        -331.6425    -335.3893       3.7468   397.1
1.7100        -331.6723    -335.3540       3.6817   390.2
1.7105        -331.7004    -335.2587       3.5583   377.1
1.7110        -331.7263    -335.1263       3.4000   360.3
1.7115        -331.7520    -334.9939       3.2419   343.6
1.7120        -331.7775    -334.8905       3.1130   329.9
1.7125        -331.8028    -334.8291       3.0263   320.7
1.7130        -331.8281    -334.8076       2.9795   315.8
1.7135        -331.8525    -334.8146       2.9621   313.9
1.7140        -331.8771    -334.8376       2.9606   313.8
1.7145        -331.9006    -334.8630       2.9623   313.9
1.7150        -331.9241    -334.8836       2.9596   313.6
1.7155        -331.9466    -334.8956       2.9490   312.5
1.7160        -331.9680    -334.9002       2.9322   310.7
1.7165        -331.9889    -334.9083       2.9194   309.4
1.7170        -332.0091    -334.9364       2.9273   310.2
1.7175        -332.0307    -334.9990       2.9684   314.6
1.7180        -332.0541    -335.0900       3.0359   321.7
1.7185        -332.0777    -335.1778       3.1001   328.5
1.7190        -332.1000    -335.2275       3.1275   331.4
1.7195        -332.1210    -335.2242       3.1032   328.9
1.7200        -332.1403    -335.1730       3.0327   321.4
1.7205        -332.1587    -335.0956       2.9369   311.2
1.7210        -332.1755    -335.0187       2.8432   301.3
1.7215        -332.1920    -334.9725       2.7805   294.7
1.7220        -332.2092    -334.9768       2.7676   293.3
1.7225        -332.2271    -335.0312       2.8042   297.2
1.7230        -332.2457    -335.1188       2.8731   304.5
1.7235        -332.2636    -335.2118       2.9482   312.4
1.7240        -332.2810    -335.2877       3.0067   318.6
1.7245        -332.2983    -335.3339       3.0357   321.7
1.7250        -332.3144    -335.3455       3.0310   321.2
1.7255        -332.3300    -335.3272       2.9972   317.6
1.7260        -332.3437    -335.2931       2.9494   312.6
1.7265        -332.3568    -335.2706       2.9138   308.8
1.7270        -332.3700    -335.2890       2.9190   309.3
1.7275        -332.3850    -335.3636       2.9786   315.7
1.7280        -332.4015    -335.4813       3.0797   326.4
1.7285        -332.4189    -335.6060       3.1871   337.8
1.7290        -332.4358    -335.6942       3.2584   345.3
1.7295        -332.4516    -335.7128       3.2612   345.6
1.7300        -332.4656    -335.6505       3.1849   337.5
1.7305        -332.4774    -335.5240       3.0466   322.9
1.7310        -332.4877    -335.3740       2.8864   305.9
1.7315        -332.4977    -335.2486       2.7509   291.5
1.7320        -332.5087    -335.1823       2.6736   283.3
1.7325        -332.5203    -335.1830       2.6627   282.2
1.7330        -332.5320    -335.2367       2.7047   286.6
1.7335        -332.5434    -335.3182       2.7748   294.1
1.7340        -332.5546    -335.4007       2.8461   301.6
1.7345        -332.5654    -335.4596       2.8943   306.7
1.7350        -332.5749    -335.4759       2.9010   307.4
1.7355        -332.5825    -335.4445       2.8619   303.3
1.7360        -332.5884    -335.3807       2.7923   295.9
1.7365        -332.5933    -335.3165       2.7233   288.6
1.7370        -332.5988    -335.2860       2.6872   284.8
1.7375        -332.6053    -335.3049       2.6996   286.1
1.7380        -332.6122    -335.3639       2.7517   291.6
1.7385        -332.6195    -335.4360       2.8165   298.5
1.7390        -332.6253    -335.4869       2.8615   303.3
1.7395        -332.6301    -335.4936       2.8635   303.5
1.7400        -332.6330    -335.4488       2.8158   298.4
1.7405        -332.6346    -335.3636       2.7290   289.2
1.7410        -332.6349    -335.2642       2.6294   278.7
1.7415        -332.6350    -335.1847       2.5498   270.2
1.7420        -332.6353    -335.1523       2.5170   266.7
1.7425        -332.6360    -335.1793       2.5433   269.5
1.7430        -332.6371    -335.2595       2.6224   277.9
1.7435        -332.6382    -335.3701       2.7319   289.5
1.7440        -332.6385    -335.4796       2.8411   301.1
1.7445        -332.6377    -335.5596       2.9219   309.7
1.7450        -332.6351    -335.5939       2.9588   313.6
1.7455        -332.6306    -335.5882       2.9576   313.4
1.7460        -332.6253    -335.5691       2.9438   312.0
1.7465        -332.6205    -335.5693       2.9488   312.5
1.7470        -332.6169    -335.6080       2.9912   317.0
1.7475        -332.6145    -335.6788       3.0644   324.8
1.7480        -332.6121    -335.7513       3.1392   332.7
1.7485        -332.6085    -335.7905       3.1820   337.2
1.7490        -332.6036    -335.7748       3.1712   336.1
1.7495        -332.5977    -335.7026       3.1049   329.1
1.7500        -332.5913    -335.5895       2.9982   317.7
1.7505        -332.5848    -335.4578       2.8730   304.5
1.7510        -332.5787    -335.3306       2.7519   291.6
1.7515        -332.5730    -335.2238       2.6508   280.9
1.7520        -332.5669    -335.1424       2.5755   272.9
1.7525        -332.5610    -335.0868       2.5258   267.7
1.7530        -332.5545    -335.0511       2.4966   264.6
1.7535        -332.5473    -335.0285       2.4812   263.0
1.7540        -332.5396    -335.0122       2.4726   262.0
1.7545        -332.5310    -334.9925       2.4615   260.9
1.7550        -332.5214    -334.9605       2.4391   258.5
1.7555        -332.5104    -334.9152       2.4048   254.9
1.7560        -332.4981    -334.8679       2.3699   251.2
1.7565        -332.4854    -334.8387       2.3532   249.4
1.7570        -332.4732    -334.8411       2.3679   250.9
