       Step     Time          Energy         fmax
GPMin:    0 17:27:39       -4.271826        0.5764
GPMin:    1 17:27:46       -4.420785        0.1769
GPMin:    2 17:27:52       -4.459799        0.0967
GPMin:    3 17:27:59       -4.467281        0.0465
GPMin:    4 17:28:04       -4.470283        0.0135
       Step     Time          Energy         fmax
GPMin:    0 17:28:15       -4.165645        0.2487
GPMin:    1 17:28:23       -4.345923        0.1890
GPMin:    2 17:28:30       -4.417841        0.1628
GPMin:    3 17:28:37       -4.464836        0.1605
GPMin:    4 17:28:43       -4.509405        0.1433
GPMin:    5 17:28:50       -4.548071        0.1222
GPMin:    6 17:28:57       -4.585233        0.0908
GPMin:    7 17:29:03       -4.599656        0.0819
GPMin:    8 17:29:09       -4.616804        0.0836
GPMin:    9 17:29:15       -4.649070        0.0781
GPMin:   10 17:29:21       -4.674732        0.0804
GPMin:   11 17:29:28       -4.704031        0.0831
GPMin:   12 17:29:34       -4.744410        0.0865
GPMin:   13 17:29:40       -4.785012        0.0826
GPMin:   14 17:29:47       -4.818158        0.0865
GPMin:   15 17:29:53       -4.848707        0.0722
GPMin:   16 17:29:59       -4.872716        0.0667
GPMin:   17 17:30:04       -4.889521        0.0746
GPMin:   18 17:30:10       -4.901981        0.0729
GPMin:   19 17:30:15       -4.915601        0.0570
GPMin:   20 17:30:20       -4.924947        0.0378
GPMin:   21 17:30:26       -4.928943        0.0321
GPMin:   22 17:30:31       -4.931777        0.0273
GPMin:   23 17:30:37       -4.933366        0.0212
GPMin:   24 17:30:41       -4.933850        0.0118
       Step     Time          Energy         fmax
GPMin:    0 17:30:52       -4.720337        0.2080
GPMin:    1 17:30:59       -4.789012        0.1235
GPMin:    2 17:31:06       -4.803760        0.1736
GPMin:    3 17:31:13       -4.832440        0.1036
GPMin:    4 17:31:20       -4.861173        0.0694
GPMin:    5 17:31:27       -4.880838        0.0428
GPMin:    6 17:31:33       -4.887353        0.0296
GPMin:    7 17:31:39       -4.888600        0.0251
GPMin:    8 17:31:45       -4.889833        0.0095
       Step     Time          Energy         fmax
GPMin:    0 17:31:56       -4.440573        0.5580
GPMin:    1 17:32:04       -4.552919        0.2498
GPMin:    2 17:32:11       -4.610366        0.1045
GPMin:    3 17:32:17       -4.651627        0.0888
GPMin:    4 17:32:24       -4.694656        0.0772
GPMin:    5 17:32:31       -4.735641        0.0733
GPMin:    6 17:32:37       -4.771028        0.0763
GPMin:    7 17:32:43       -4.805693        0.0854
GPMin:    8 17:32:49       -4.840548        0.0858
GPMin:    9 17:32:56       -4.875930        0.0782
GPMin:   10 17:33:03       -4.906575        0.0668
GPMin:   11 17:33:08       -4.926473        0.0465
GPMin:   12 17:33:13       -4.933290        0.0182
       Step     Time          Energy         fmax
GPMin:    0 17:33:23       -4.382474        0.2979
GPMin:    1 17:33:30       -4.561670        0.2279
GPMin:    2 17:33:36       -4.647442        0.1481
GPMin:    3 17:33:42       -4.693806        0.1203
GPMin:    4 17:33:49       -4.745552        0.1215
GPMin:    5 17:33:55       -4.792366        0.1031
GPMin:    6 17:34:01       -4.837486        0.0969
GPMin:    7 17:34:07       -4.878497        0.0897
GPMin:    8 17:34:14       -4.906986        0.0593
GPMin:    9 17:34:20       -4.919903        0.0455
GPMin:   10 17:34:25       -4.925837        0.0347
GPMin:   11 17:34:31       -4.928424        0.0272
GPMin:   12 17:34:35       -4.931452        0.0227
GPMin:   13 17:34:40       -4.932978        0.0175
       Step     Time          Energy         fmax
GPMin:    0 17:34:48       -4.720337        0.2082
GPMin:    1 17:34:55       -4.788995        0.1235
GPMin:    2 17:35:01       -4.803746        0.1735
GPMin:    3 17:35:07       -4.832423        0.1037
GPMin:    4 17:35:13       -4.861160        0.0694
GPMin:    5 17:35:20       -4.880834        0.0427
GPMin:    6 17:35:26       -4.887356        0.0294
GPMin:    7 17:35:31       -4.888599        0.0251
GPMin:    8 17:35:36       -4.889833        0.0095
       Step     Time          Energy         fmax
GPMin:    0 17:35:45       -4.402971        0.2961
GPMin:    1 17:35:52       -4.454223        0.1304
GPMin:    2 17:35:58       -4.457072        0.1335
GPMin:    3 17:36:04       -4.470303        0.0662
GPMin:    4 17:36:09       -4.489661        0.0920
GPMin:    5 17:36:15       -4.530349        0.1008
GPMin:    6 17:36:21       -4.587927        0.1316
GPMin:    7 17:36:27       -4.666795        0.1549
GPMin:    8 17:36:33       -4.749283        0.1573
GPMin:    9 17:36:39       -4.817826        0.1270
GPMin:   10 17:36:46       -4.855583        0.0907
GPMin:   11 17:36:52       -4.874833        0.1057
GPMin:   12 17:36:57       -4.895438        0.0674
GPMin:   13 17:37:01       -4.909190        0.0445
GPMin:   14 17:37:06       -4.918173        0.0544
GPMin:   15 17:37:11       -4.924839        0.0523
GPMin:   16 17:37:17       -4.928549        0.0328
GPMin:   17 17:37:22       -4.930960        0.0238
GPMin:   18 17:37:27       -4.932724        0.0241
GPMin:   19 17:37:32       -4.933482        0.0078
       Step     Time          Energy         fmax
GPMin:    0 17:37:43       -4.086932        0.2350
GPMin:    1 17:37:50       -4.157886        0.1774
GPMin:    2 17:37:57       -4.222976        0.1812
GPMin:    3 17:38:03       -4.307318        0.2320
GPMin:    4 17:38:09       -4.400520        0.2721
GPMin:    5 17:38:16       -4.507606        0.3013
GPMin:    6 17:38:22       -4.621742        0.3139
GPMin:    7 17:38:29       -4.727685        0.2915
GPMin:    8 17:38:35       -4.814761        0.2193
GPMin:    9 17:38:42       -4.866795        0.1145
GPMin:   10 17:38:47       -4.880310        0.1017
GPMin:   11 17:38:53       -4.892415        0.0703
GPMin:   12 17:38:58       -4.901285        0.0585
GPMin:   13 17:39:03       -4.911050        0.0525
GPMin:   14 17:39:08       -4.918839        0.0390
GPMin:   15 17:39:13       -4.924737        0.0412
GPMin:   16 17:39:18       -4.929555        0.0304
GPMin:   17 17:39:23       -4.931394        0.0226
GPMin:   18 17:39:27       -4.932632        0.0173
       Step     Time          Energy         fmax
GPMin:    0 17:39:37       -4.628022        0.3296
GPMin:    1 17:39:44       -4.718286        0.2073
GPMin:    2 17:39:50       -4.790865        0.1454
GPMin:    3 17:39:56       -4.839571        0.0865
GPMin:    4 17:40:02       -4.868868        0.0766
GPMin:    5 17:40:07       -4.889090        0.0676
GPMin:    6 17:40:12       -4.906686        0.0520
GPMin:    7 17:40:17       -4.919891        0.0426
GPMin:    8 17:40:22       -4.928987        0.0284
GPMin:    9 17:40:28       -4.931662        0.0174
       Step     Time          Energy         fmax
GPMin:    0 17:40:37       -4.670610        0.5141
GPMin:    1 17:40:43       -4.772188        0.1922
GPMin:    2 17:40:49       -4.805500        0.0805
GPMin:    3 17:40:55       -4.813014        0.1084
GPMin:    4 17:41:01       -4.821462        0.1293
GPMin:    5 17:41:07       -4.828690        0.0909
GPMin:    6 17:41:13       -4.837872        0.0664
GPMin:    7 17:41:19       -4.842454        0.0514
GPMin:    8 17:41:24       -4.843647        0.0359
GPMin:    9 17:41:29       -4.844700        0.0097
       Step     Time          Energy         fmax
GPMin:    0 17:41:39       -4.086873        0.3831
GPMin:    1 17:41:48       -4.243671        0.1253
GPMin:    2 17:41:54       -4.307415        0.0981
GPMin:    3 17:42:01       -4.328854        0.0870
GPMin:    4 17:42:07       -4.347751        0.0784
GPMin:    5 17:42:12       -4.361035        0.0767
GPMin:    6 17:42:18       -4.390856        0.0875
GPMin:    7 17:42:23       -4.400157        0.0912
GPMin:    8 17:42:29       -4.414013        0.0934
GPMin:    9 17:42:34       -4.425295        0.1108
GPMin:   10 17:42:40       -4.452670        0.1200
GPMin:   11 17:42:46       -4.477839        0.1245
GPMin:   12 17:42:53       -4.500198        0.1324
